,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
643,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.37,348,19.95
480,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,77,"irrigated,rainfall",44.17,434,94.55
1455,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.5,118,"irrigated,rainfall",29.87,900,60.0
2394,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.86,2360,72.83
1011,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,84,rainfed,20.0,823,17.18
764,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",26.15,742,19.85
1289,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.5,100,"irrigated,rainfall",34.61,998,60.21
1223,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.7,100,"irrigated,rainfall",26.06,989,68.77
1333,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,691,54.88
617,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",16.08,347,16.06
521,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.4,105,"irrigated,rainfall",20.63,1068,17.68
582,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.1,100,"irrigated,rainfall",26.46,1166,19.84
1058,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,735,17.16
1406,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,118,"irrigated,rainfall",29.92,984,60.0
296,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.55,505,77.76
2442,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.4,169,irrigated,17.22,712,69.23
1061,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,84,rainfed,20.0,785,17.52
857,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,714,17.1
1692,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,120,rainfed,18.08,1395,80.94
407,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
1078,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,86,rainfed,20.0,795,16.46
1083,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.8,92,rainfed,20.0,897,17.93
168,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,81,"irrigated,rainfall",21.26,626,58.23
2180,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",21.88,1298,72.02
239,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,108,"irrigated,rainfall",22.73,548,71.46
2305,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,312,irrigated,23.85,2373,73.87
1997,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",24.98,350,81.51
1901,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,85,"irrigated,rainfall",24.39,443,94.71
1050,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.8,82,rainfed,20.0,889,16.77
1912,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.7,86,"irrigated,rainfall",23.28,435,92.4
1867,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",17.6,619,65.0
2095,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.48,500,83.77
522,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.2,120,"irrigated,rainfall",11.2,1189,19.95
1737,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.15,471,89.73
2472,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,175,irrigated,16.94,611,70.76
1847,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
2368,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,316,irrigated,23.58,2237,75.59
2249,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,138,"irrigated,rainfall",34.12,1196,71.18
1883,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",36.03,691,65.0
1511,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1459,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.1,102,"irrigated,rainfall",27.43,927,60.0
1938,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.83,425,90.25
1723,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.66,469,89.69
2025,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.8,141,"irrigated,rainfall",24.6,500,89.66
1607,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,123,rainfed,25.74,928,80.53
1977,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",22.19,418,91.02
508,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.2,120,"irrigated,rainfall",11.45,1139,19.95
632,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
915,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,25.83,597,18.72
259,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.47,606,68.52
1395,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,74,"irrigated,rainfall",24.27,426,52.08
2295,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.4,134,"irrigated,rainfall",32.93,1182,73.66
2321,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1533,79.92
802,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,500,19.87
1935,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.6,88,"irrigated,rainfall",22.18,438,92.18
1196,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,74,"irrigated,rainfall",21.6,794,17.81
1944,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,91,"irrigated,rainfall",22.18,417,90.3
756,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.7,96,"irrigated,rainfall",34.62,530,18.13
801,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.4,85,"irrigated,rainfall",28.72,825,16.62
233,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.0,566,68.67
1514,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.5,100,rainfed,26.89,800,64.05
940,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.26,661,17.96
998,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
1102,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1463,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.9,119,"irrigated,rainfall",29.91,721,60.0
1876,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
1225,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.66,944,63.96
324,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,101,"irrigated,rainfall",36.61,530,90.89
1763,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",27.03,463,89.76
1953,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.4,89,"irrigated,rainfall",21.57,435,93.18
1377,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.9,66,"irrigated,rainfall",20.2,574,54.63
100,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.93,610,56.45
2481,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.5,172,irrigated,17.14,671,67.46
1340,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.01,517,51.88
387,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",31.64,506,93.9
1954,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",22.53,350,81.8
179,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.87,611,56.59
1694,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.7,129,rainfed,18.74,733,80.94
1662,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,129,rainfed,25.43,671,80.35
1304,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.01,517,51.88
927,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.3,120,rainfed,25.47,614,15.52
1430,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,5.5,93,"irrigated,rainfall",29.81,1000,60.0
2268,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,136,"irrigated,rainfall",36.08,1102,71.38
141,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.6,82,"irrigated,rainfall",21.44,611,57.55
368,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,103,"irrigated,rainfall",37.71,547,90.29
2445,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,21.13,601,71.44
1085,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,94,rainfed,20.0,899,19.78
367,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.0,105,"irrigated,rainfall",39.1,471,90.21
1674,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,130,rainfed,23.83,954,79.45
1044,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.5,91,rainfed,20.0,673,15.04
318,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,103,"irrigated,rainfall",36.44,471,90.68
1538,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.47,800,68.8
247,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,108,"irrigated,rainfall",23.08,521,72.23
321,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.4,99,"irrigated,rainfall",31.74,512,94.58
1833,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.6,146,"irrigated,rainfall",20.54,636,65.0
1839,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
999,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.4,120,rainfed,25.17,552,15.33
942,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.9,120,rainfed,26.36,636,17.46
1772,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,98,"irrigated,rainfall",15.07,684,89.76
29,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",27.02,977,79.8
1299,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.9,100,"irrigated,rainfall",30.48,956,65.37
1993,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.5,95,"irrigated,rainfall",24.34,350,81.51
1914,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.83,425,90.25
695,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.4,75,"irrigated,rainfall",34.03,339,17.79
2470,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,171,irrigated,16.74,719,67.81
2028,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.9,144,"irrigated,rainfall",24.63,500,87.77
1600,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,7.0,120,rainfed,18.08,1395,80.94
2329,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,316,irrigated,23.58,2237,75.59
1231,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.66,944,63.96
2173,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",21.88,1298,83.66
1915,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.43,433,92.99
1729,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.2,462,89.76
1706,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
1703,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.24,486,89.74
755,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,98,"irrigated,rainfall",35.97,556,17.13
1330,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.1,63,"irrigated,rainfall",20.1,601,54.72
353,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,102,"irrigated,rainfall",34.25,478,92.08
208,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.22,586,68.72
2144,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",28.2,1182,72.26
903,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.11,549,15.22
952,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.01,673,18.09
1337,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.5,71,"irrigated,rainfall",23.7,403,52.48
1551,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1567,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1943,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.9,92,"irrigated,rainfall",21.94,399,88.57
485,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,78,"irrigated,rainfall",44.12,419,94.11
1629,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,123,rainfed,24.74,1010,80.27
2039,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.1,145,"irrigated,rainfall",25.09,500,85.1
199,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.72,618,56.71
229,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.94,505,83.86
810,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.8,86,"irrigated,rainfall",28.57,712,19.13
787,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,97,"irrigated,rainfall",37.95,517,16.26
410,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,78,"irrigated,rainfall",44.0,418,93.72
629,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1510,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.58
662,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",17.74,346,16.26
2142,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.3,136,"irrigated,rainfall",28.26,1053,74.52
1918,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.6,94,"irrigated,rainfall",24.86,353,86.44
2334,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,316,irrigated,23.58,2237,75.59
1269,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",32.41,937,63.69
69,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.7,150,"irrigated,rainfall",31.71,1440,76.22
443,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,78,"irrigated,rainfall",43.5,412,92.18
2147,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",29.75,1270,70.96
2241,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.1,127,"irrigated,rainfall",31.67,1206,77.83
1584,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
231,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.47,606,68.52
440,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,82,"irrigated,rainfall",44.19,483,94.87
1627,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.6,127,rainfed,18.08,1395,80.94
1322,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,674,54.88
1278,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",29.62,945,66.34
817,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,500,19.87
599,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.8,106,"irrigated,rainfall",23.08,1055,18.53
1056,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,86,rainfed,20.0,840,15.87
414,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.0,79,"irrigated,rainfall",38.14,421,88.47
679,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",20.43,345,16.41
1518,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1116,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
279,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.31,565,70.13
1385,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,684,54.88
408,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,84,"irrigated,rainfall",43.95,477,94.43
1091,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,777,17.34
2282,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,138,"irrigated,rainfall",32.98,1204,71.46
1216,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.4,100,"irrigated,rainfall",34.6,998,60.25
2078,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.0,146,"irrigated,rainfall",24.57,500,88.14
498,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
1708,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.87,464,89.72
2026,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.1,147,"irrigated,rainfall",24.69,500,85.64
789,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.5,100,"irrigated,rainfall",39.39,482,19.8
1070,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,88,rainfed,20.0,684,15.29
2265,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,138,"irrigated,rainfall",37.38,1063,70.78
435,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",43.95,493,94.83
2043,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.4,148,"irrigated,rainfall",24.79,500,85.82
1879,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
782,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.5,100,"irrigated,rainfall",39.42,482,19.82
1476,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,119,"irrigated,rainfall",29.92,989,60.0
1831,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
1836,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.6,146,"irrigated,rainfall",25.14,662,65.0
149,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.9,87,"irrigated,rainfall",21.57,629,54.69
1194,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,72,"irrigated,rainfall",31.82,974,17.98
2451,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.4,172,irrigated,17.09,684,66.43
